file,source
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安平區晟慈宮遶境路關表1050903.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=63644C98-B581-419C-AC1D-181BE3B49923
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/敬王堂遶境路關表1050904.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=63644C98-B581-419C-AC1D-181BE3B49923
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/縣城隍夜巡路關表1050904.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=63644C98-B581-419C-AC1D-181BE3B49923
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區鹽埕武義堂遶境路線圖1050703.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1923AD79-58EE-45CC-8EEB-E9582C99D9DD
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區鹽埕武義堂遶境路線圖1050703.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1923AD79-58EE-45CC-8EEB-E9582C99D9DD
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新營區太子爺廟遶境路線1050629-1050703(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1923AD79-58EE-45CC-8EEB-E9582C99D9DD
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新營區太子爺廟遶境路線1050629-1050703.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=46219A96-FBB5-44BF-A82D-C5F558D1B6BF
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區中庄城隍館路關表1050626.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D9799DDF-93F2-4AB5-8044-2AFD471C3DFE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區四安宮路關圖1050612(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=2B8A4B10-6D46-4F37-9F5E-3278820DF071
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區四安宮路關圖1050612-1(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=2B8A4B10-6D46-4F37-9F5E-3278820DF071
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區四安宮路關圖1050612.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=4262572B-C3F7-4A60-ADEE-800ADB3E7DDF
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區四安宮路關圖1050612-1.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=4262572B-C3F7-4A60-ADEE-800ADB3E7DDF
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區進天宮遶境路關表1050528.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=B8F28269-6BA2-4C80-9EB7-292B299AF0CF
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安平區文賢區遶境路線圖1050514.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=25F40694-C29D-489E-A9FF-E59B19325BD5
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/鹽水區護庇宮繞境路關圖1050428(1).tif,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=029D19DC-DEB7-4935-8CE1-FD25B3F671C7
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/鹽水區護庇宮繞境路關表1050428(1).tif,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=029D19DC-DEB7-4935-8CE1-FD25B3F671C7
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/下營區茅港尾天后宮遶境路關圖1050423及1050424.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C6BD6FA1-56D5-44D1-9244-1B55F496A33A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/鹽水區護庇宮繞境路關圖1050428.tif,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C6BD6FA1-56D5-44D1-9244-1B55F496A33A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/鹽水區護庇宮繞境路關表1050428.tif,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C6BD6FA1-56D5-44D1-9244-1B55F496A33A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新營天鳳宮遶境錄路關表1050423.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C6BD6FA1-56D5-44D1-9244-1B55F496A33A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新營莊家天上聖母遶境路關表1050423.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C6BD6FA1-56D5-44D1-9244-1B55F496A33A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里天后宮遶境路關表1050423(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C6BD6FA1-56D5-44D1-9244-1B55F496A33A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/學甲慈濟宮遶境路線圖1050415.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/學甲慈濟宮遶境路線圖1050416.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/學甲慈濟宮遶境路線圖1050417.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區溫陵廟境路關表1050416.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區鹽行天后宮遶境路關表1050416(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區鹽行天后宮遶境路關圖1050416(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區鹽行天后宮遶境路關表1050417(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區鹽行天后宮遶境路關圖1050417(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里天后宮遶境路關表1050423.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AC0F8351-F95A-4950-B366-E6AE4E3F1354
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區鹽行天后宮遶境路關圖1050417.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5670767B-E3A9-411B-87A7-C48D037FACAA
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區鹽行天后宮遶境路關表1050417.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5670767B-E3A9-411B-87A7-C48D037FACAA
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區鹽行天后宮遶境路關圖1050416.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5670767B-E3A9-411B-87A7-C48D037FACAA
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區鹽行天后宮遶境路關表1050416.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5670767B-E3A9-411B-87A7-C48D037FACAA
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/下營上帝廟遶境路關圖1050409及1050410(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5670767B-E3A9-411B-87A7-C48D037FACAA
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安南區什三佃慶興宮遶境路關表1050402(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D90BC46A-9312-4355-A512-9C2D40D7B15B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區集福宮遶境路關表1050403.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D90BC46A-9312-4355-A512-9C2D40D7B15B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安南區守義堂遶境路關表1050403.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D90BC46A-9312-4355-A512-9C2D40D7B15B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/下營上帝廟遶境路關圖1050409及1050410.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D90BC46A-9312-4355-A512-9C2D40D7B15B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安南區什三佃慶興宮遶境路關表1050402.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=00C2D703-458C-4CD9-864E-370FBFD2AB45
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康大灣評周公廟遶境路線圖1050327(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=00C2D703-458C-4CD9-864E-370FBFD2AB45
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新營區廣濟宮1050320及護鎮保安宮1050323遶境路線圖.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=7E7A29CC-1286-4683-84EE-274131BAD5D2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲區菁埔寮代天府遶境路線1050320(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=7E7A29CC-1286-4683-84EE-274131BAD5D2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區和善堂遶境路關表1050320(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=7E7A29CC-1286-4683-84EE-274131BAD5D2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區和善堂遶境路關表1050320(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=77364F4E-55D9-4644-B68B-B5F27756E2C0
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲區菁埔寮代天府遶境路線1050320.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=77364F4E-55D9-4644-B68B-B5F27756E2C0
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區濟保宮遶境路線1050313.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=77364F4E-55D9-4644-B68B-B5F27756E2C0
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區和善堂遶境路關表1050320.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E130D5F2-61A0-43CA-B3A5-F11509E8DD99
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/大埔福德祠遶境路關表1050228(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=3496CBBE-8E39-4BA8-A93C-4C6BB1D1AEC2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新營延平郡王府遶境路線表1050220(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=A87CE357-2330-466A-B260-CE1A252ADEBE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲媽祖廟遶境路關表1050221(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=A87CE357-2330-466A-B260-CE1A252ADEBE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區董家繞境路關1050221(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=A87CE357-2330-466A-B260-CE1A252ADEBE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區新店角清保宮1050222.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=A87CE357-2330-466A-B260-CE1A252ADEBE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市永安宮遶境圖1050222(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=A87CE357-2330-466A-B260-CE1A252ADEBE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/大埔福德祠遶境路關表1050228.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=A87CE357-2330-466A-B260-CE1A252ADEBE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新營延平郡王府遶境路線表1050220.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1DD6A10F-61D9-4C83-9B94-FEBB8255EC04
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲區五甲龍鳳寺1050212.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1DD6A10F-61D9-4C83-9B94-FEBB8255EC04
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區大洲聖帝殿遶境圖1050214.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1DD6A10F-61D9-4C83-9B94-FEBB8255EC04
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/麻豆太子宮路線圖1050210(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1DD6A10F-61D9-4C83-9B94-FEBB8255EC04
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區董家繞境路關1050221(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1DD6A10F-61D9-4C83-9B94-FEBB8255EC04
"http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區新和清保宮遶境圖 1050222.pdf",http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1DD6A10F-61D9-4C83-9B94-FEBB8255EC04
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市永安宮遶境圖1050222.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1DD6A10F-61D9-4C83-9B94-FEBB8255EC04
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲媽祖廟遶境路關表1050221.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1DD6A10F-61D9-4C83-9B94-FEBB8255EC04
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區董家繞境路關1050221.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=B33E25C1-42AF-428A-84A8-29E5A6E7085F
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/麻豆太子宮路線圖1050210.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=B33E25C1-42AF-428A-84A8-29E5A6E7085F
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康區開天宮遶境路線圖1050124.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=36AC74C5-40CC-4981-8158-558EA59164DA
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區勝安宮繞境路關表1050117(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=BD9D93FB-04D2-4C39-9A31-B36934EE7590
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區勝安宮繞境路關表1050117.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=820E9542-E18A-412E-9C78-CBC6D9EAD6C5
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區代天府鎮南宮遶境路關表1050110.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=820E9542-E18A-412E-9C78-CBC6D9EAD6C5
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安定區保安宮繞境路關表1041219(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CDB4BEAF-91CF-4736-B8CE-3575A901FFC2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安平區威鎮堂遶境案路關表1041220(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CDB4BEAF-91CF-4736-B8CE-3575A901FFC2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區保生宮活動明細表(3).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CDB4BEAF-91CF-4736-B8CE-3575A901FFC2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區保生宮路關圖1041221(3).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CDB4BEAF-91CF-4736-B8CE-3575A901FFC2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/東區前甲顯明殿繞境路關表1041213.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=146A3069-F1CB-4A45-A0E4-7EE1C699DD4B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安定區保安宮繞境路關表1041219.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=146A3069-F1CB-4A45-A0E4-7EE1C699DD4B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安平區威鎮堂遶境案路關表1041220.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=146A3069-F1CB-4A45-A0E4-7EE1C699DD4B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區保生宮活動明細表(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=146A3069-F1CB-4A45-A0E4-7EE1C699DD4B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區保生宮路關圖1041221(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=146A3069-F1CB-4A45-A0E4-7EE1C699DD4B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安平區威鎮堂遶境案路關表1041206.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=2ACF2660-7FE6-4D9E-A30D-12CD6EC826FE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區保生宮路關圖1041221(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=2ACF2660-7FE6-4D9E-A30D-12CD6EC826FE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/清王宮路關圖及車輛管制圖1041204(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=2ACF2660-7FE6-4D9E-A30D-12CD6EC826FE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區保生宮活動明細表(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=2ACF2660-7FE6-4D9E-A30D-12CD6EC826FE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清王宮活動明細表(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=2ACF2660-7FE6-4D9E-A30D-12CD6EC826FE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區保生宮活動明細表.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=7F435D24-3E8A-4F78-A731-57384C8D1B7E
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區保生宮路關圖1041221.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=7F435D24-3E8A-4F78-A731-57384C8D1B7E
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清王宮活動明細表.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=7F435D24-3E8A-4F78-A731-57384C8D1B7E
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/清王宮路關圖及車輛管制圖1041204.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=7F435D24-3E8A-4F78-A731-57384C8D1B7E
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區慈聖宮11-22繞境路關表.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=11615ADC-38EB-44CF-AB07-51C16E1F990D
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區文靈宮遶境路關表1041122.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=11615ADC-38EB-44CF-AB07-51C16E1F990D
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區元和宮遶境路關表1041108.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=FE3227D6-A2BB-4302-9CF4-2837B29F3A55
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/七股區頂山代天府遶境路關圖10410224.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D53AF288-13A5-4F28-8BD0-74117933EC26
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區大天后宮遶境路線圖1041023-1(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D53AF288-13A5-4F28-8BD0-74117933EC26
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區大天后宮遶境路線圖1041023(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D53AF288-13A5-4F28-8BD0-74117933EC26
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區大天后宮繞境路關表1041023(1).tif,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D53AF288-13A5-4F28-8BD0-74117933EC26
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區大天后宮遶境路線圖1041023-1.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=3F1700B7-2142-438F-963F-EB3E65BD5B12
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區大天后宮遶境路線圖1041023.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=3F1700B7-2142-438F-963F-EB3E65BD5B12
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區大天后宮繞境路關表1041023.tif,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=3F1700B7-2142-438F-963F-EB3E65BD5B12
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新化區保生大帝廟遶境路關表1041016.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=3F1700B7-2142-438F-963F-EB3E65BD5B12
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲區保安宮廟會活動名細1041015-1041021(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=3F1700B7-2142-438F-963F-EB3E65BD5B12
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲區保安宮廟會活動名細1041015-1041021.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=59231791-D224-47B4-8A85-D3F029E7315A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區聚宋宮遶境路關表1041003.tif,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9B8A63F2-A220-42BB-9B37-AB808714081D
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/保勝堂遶境路關表1041003.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9B8A63F2-A220-42BB-9B37-AB808714081D
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/奉玉旨台灣天狗熱攘瘟消災代天巡守祈安遶境.doc,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CC3BDA7A-D4D4-4D61-BAAD-18F88E75E972
